id,grade_level,sex,race,gpa,econ_dis,disability,dis_cat,lang,iss_off,iss_days,subj_off,days_absent
345,10th Grade,Male,White,3.67,Yes,No,Not Applicable,English,0,0,0,0
346,8th Grade,,Black,2,Yes,No,Not Applicable,English,0,0,1,1
347,10th Grade,Male,White,3.67,No,No,Not Applicable,English,1,2,5,11
348,11th Grade,Female,White,3,No,No,Not Applicable,English,0,0,0,1
349,11th Grade,Male,Black,2.33,Yes,Yes,Speech/Language Impairments,English,0,0,0,1
350,2nd Grade,Female,White,2.67,Yes,No,Not Applicable,English,0,0,0,4
351,3rd Grade,Male,Hispanic,2,Yes,Yes,Autism,English,0,0,0,3
352,2nd Grade,Male,White,3,Yes,No,Not Applicable,German,0,0,0,1
353,12th Grade,Female,White,2.33,Yes,No,Not Applicable,English,0,0,0,5
354,5th Grade,Male,White,2.67,Yes,No,Not Applicable,Other,0,0,0,0
355,9th Grade,Male,Black,2,No,No,Not Applicable,Chinese,0,0,0,0
356,2nd Grade,Female,Hispanic,2.67,Yes,No,Not Applicable,English,0,0,0,3
357,3rd Grade,Male,White,2.67,No,No,Not Applicable,English,0,0,0,0
358,3rd Grade,Male,White,3.33,No,Yes,Specific Learning Disability,English,0,0,0,3
359,7th Grade,Female,White,3,Yes,No,Not Applicable,Spanish,0,0,0,0
360,6th Grade,Female,White,2,Yes,No,Not Applicable,Spanish,0,0,1,4
361,1st Grade,Male,Hispanic,3.33,Yes,No,Not Applicable,Spanish,0,0,0,1
362,6th Grade,Male,Asian,3.33,Yes,Yes,Specific Learning Disability,English,0,0,0,1
363,6th Grade,Male,Hispanic,3,Yes,No,Not Applicable,Other,0,0,0,2
364,10th Grade,Female,Hispanic,3.67,Yes,No,Not Applicable,English,0,0,0,2
365,3rd Grade,Female,Pacific Islander,2.33,No,No,Not Applicable,English,0,0,1,3
366,4th Grade,Female,White,2.67,No,Yes,Specific Learning Disability,Spanish,0,0,0,2
367,8th Grade,Female,White,2.67,Yes,No,Not Applicable,Chinese,0,0,0,0
368,12th Grade,Male,White,3,No,No,Not Applicable,English,0,0,0,0
369,Kindergarten,Male,White,2.67,Yes,No,Not Applicable,Spanish,0,0,0,3
370,1st Grade,Male,White,3,No,No,Not Applicable,English,0,0,0,5
371,10th Grade,Male,White,3.67,Yes,No,Not Applicable,English,0,0,0,1
372,4th Grade,Male,Hispanic,2.67,Yes,No,Not Applicable,English,2,2,1,3
373,1st Grade,Male,White,2.33,No,Yes,Specific Learning Disability,Spanish,,,,14
374,7th Grade,Female,White,2,Yes,Yes,Speech/Language Impairments,English,0,0,0,1
375,2nd Grade,Male,Asian,2.67,No,No,Not Applicable,English,0,0,0,3
376,6th Grade,Female,Hispanic,3,Yes,No,Not Applicable,English,0,0,0,4
377,8th Grade,Female,White,3.33,Yes,No,Not Applicable,Spanish,0,0,0,1
378,3rd Grade,Female,White,3,Yes,No,Not Applicable,Other,0,0,0,2
379,11th Grade,Female,White,3,No,Yes,Other,English,0,0,0,1
380,1st Grade,Female,White,2.67,No,No,Not Applicable,English,0,0,0,1
381,2nd Grade,Male,White,2.67,No,Yes,Autism,English,0,0,0,5
382,2nd Grade,Male,Hispanic,3,No,No,Not Applicable,English,0,0,0,2
383,2nd Grade,Female,White,2.33,Yes,No,Not Applicable,English,1,1,3,6
384,7th Grade,Female,Hispanic,2,Yes,No,Not Applicable,Swahili,3,3,3,6
385,Kindergarten,Female,White,2.67,Yes,No,Not Applicable,English,,,,49
386,5th Grade,Male,White,2.67,No,No,Not Applicable,English,0,0,0,4
387,11th Grade,Female,White,3,Yes,No,Not Applicable,Spanish,0,0,0,5
388,7th Grade,Male,White,2.67,Yes,No,Not Applicable,English,0,0,0,0
389,1st Grade,Male,Black,2.33,Yes,No,Not Applicable,Other,,,,47
390,Kindergarten,Female,White,2.33,Yes,No,Not Applicable,English,0,0,0,0
391,11th Grade,Female,White,3,No,No,Not Applicable,English,0,0,0,2
392,10th Grade,Male,White,3,No,No,Not Applicable,English,0,0,0,5
393,9th Grade,Female,White,3,No,No,Not Applicable,English,0,0,0,2
394,7th Grade,Female,White,3,No,Yes,Intellectual Disability,English,0,0,0,2
395,12th Grade,Male,White,3.67,Yes,No,Not Applicable,English,0,0,0,1
396,10th Grade,Male,White,2.67,Yes,Yes,Developmental Delay,English,0,0,0,2
397,10th Grade,Female,White,2.33,No,No,Not Applicable,English,0,0,1,1
398,8th Grade,Female,White,2.67,No,No,Not Applicable,English,0,0,0,0
399,7th Grade,Male,White,2.67,Yes,No,Not Applicable,Russian,0,0,0,3
400,3rd Grade,Male,White,3.33,Yes,No,Not Applicable,German,0,0,0,2
401,6th Grade,Female,White,3,Yes,No,Not Applicable,English,0,0,0,2
402,11th Grade,Male,Black,3,Yes,No,Not Applicable,English,0,0,0,3
403,7th Grade,Male,White,3,No,No,Not Applicable,Spanish,0,0,0,3
404,5th Grade,Male,White,3.67,No,No,Not Applicable,Other,3,3,3,12
405,3rd Grade,Female,Pacific Islander,2.67,Yes,No,Not Applicable,English,0,0,0,4
406,1st Grade,Male,White,2.67,Yes,No,Not Applicable,English,0,0,1,4
407,11th Grade,Female,White,3,No,Yes,Developmental Delay,English,0,0,0,1
408,1st Grade,Female,Hispanic,3,Yes,No,Not Applicable,English,0,0,0,2
409,7th Grade,Male,Hispanic,3,Yes,No,Not Applicable,Spanish,0,0,0,0
410,2nd Grade,Female,Black,2,No,No,Not Applicable,English,0,0,0,1
411,10th Grade,Female,White,2.67,Yes,Yes,Speech/Language Impairments,English,0,0,0,1
412,11th Grade,Female,White,3,No,No,Not Applicable,English,0,0,0,3
413,6th Grade,Female,White,3,Yes,No,Not Applicable,English,0,0,0,2
414,2nd Grade,Female,White,3.33,Yes,No,Not Applicable,English,0,0,0,3
415,10th Grade,Female,White,3,Yes,No,Not Applicable,English,0,0,0,2
416,5th Grade,Female,White,2.33,Yes,Yes,Developmental Delay,English,0,0,0,0
417,1st Grade,Male,Black,2.67,Yes,No,Not Applicable,English,,,,23
418,7th Grade,Female,White,2.67,No,No,Not Applicable,English,0,0,0,1
419,1st Grade,Male,White,2.67,No,No,Not Applicable,English,0,0,0,0
420,5th Grade,Female,Hispanic,3,No,No,Not Applicable,English,0,0,1,1
421,2nd Grade,Male,Hispanic,3,No,No,Not Applicable,English,0,0,0,2
422,5th Grade,Male,White,3,No,Yes,Speech/Language Impairments,English,0,0,0,1
423,8th Grade,Male,White,2,Yes,No,Not Applicable,English,0,0,0,1
424,4th Grade,Female,White,2,No,No,Not Applicable,English,0,0,0,1
425,8th Grade,Female,White,2.33,No,No,Not Applicable,English,0,0,0,1
426,1st Grade,Female,White,1.67,No,No,Not Applicable,English,0,0,0,2
427,8th Grade,Male,White,2.33,Yes,No,Not Applicable,Spanish,0,0,0,3
428,10th Grade,Male,White,3,Yes,Yes,Specific Learning Disability,English,0,0,0,0
429,10th Grade,Male,Black,2.67,Yes,No,Not Applicable,English,14,7,15,11
430,2nd Grade,Female,White,3,No,No,Not Applicable,English,0,0,0,1
431,12th Grade,Male,White,3,No,No,Not Applicable,English,0,0,0,1
432,7th Grade,Male,Multi-racial,2.67,No,Yes,Autism,English,0,0,1,1
433,10th Grade,Male,Hispanic,2.67,Yes,No,Not Applicable,English,0,0,0,1
434,12th Grade,Female,White,2.67,Yes,No,Not Applicable,English,0,0,0,0
435,1st Grade,Male,White,1.67,Yes,No,Not Applicable,English,0,0,0,2
436,6th Grade,Female,Hispanic,3,Yes,No,Not Applicable,English,0,0,0,5
437,8th Grade,Female,White,3,No,No,Not Applicable,Spanish,0,0,0,2
438,11th Grade,Female,White,2.67,No,No,Not Applicable,Other,0,0,0,1
439,4th Grade,Female,Hispanic,4,Yes,No,Not Applicable,Other,0,0,0,1
440,8th Grade,Female,White,2.67,Yes,No,Not Applicable,English,0,0,0,4
441,Kindergarten,Male,Asian,3,No,No,Not Applicable,Other,0,0,0,5
442,4th Grade,Female,White,2,Yes,No,Not Applicable,English,0,0,0,3
443,Kindergarten,Male,Hispanic,2.33,No,Yes,Developmental Delay,Spanish,2,2,6,6
444,6th Grade,Male,White,2.33,No,No,Not Applicable,English,0,0,0,1
445,11th Grade,Male,White,2,No,No,Not Applicable,English,0,0,0,3
446,1st Grade,Male,Black,2.33,No,No,Not Applicable,English,0,0,0,4
447,11th Grade,Female,Asian,2.33,No,No,Not Applicable,English,0,0,0,0
448,8th Grade,Male,White,3,No,No,Not Applicable,English,0,0,0,1
449,12th Grade,Male,White,2.33,Yes,No,Not Applicable,English,2,2,2,13
450,4th Grade,Female,Hispanic,3.33,Yes,No,Not Applicable,English,0,0,0,2
451,7th Grade,Female,White,2.67,Yes,No,Not Applicable,English,0,0,0,4
452,2nd Grade,Female,White,3,No,Yes,Speech/Language Impairments,Spanish,0,0,0,1
453,2nd Grade,Female,Black,3,Yes,No,Not Applicable,Spanish,0,0,0,2
454,12th Grade,Female,White,3,Yes,No,Not Applicable,English,0,0,0,3
455,1st Grade,Male,White,3,Yes,No,Not Applicable,English,0,0,0,2
456,8th Grade,Male,Black,2.67,No,Yes,Specific Learning Disability,English,0,0,0,3
457,7th Grade,Male,Hispanic,3,Yes,No,Not Applicable,English,0,0,0,1
458,5th Grade,Male,White,3,No,No,Not Applicable,English,0,0,0,3
459,5th Grade,Female,Hispanic,2.33,No,Yes,Intellectual Disability,English,0,0,0,4
460,9th Grade,Female,White,2.33,Yes,No,Not Applicable,English,2,2,1,10
461,8th Grade,Female,White,3,No,No,Not Applicable,English,0,0,0,2
462,6th Grade,Male,White,2.67,Yes,No,Not Applicable,English,1,1,3,12
463,8th Grade,Male,White,4,No,No,Not Applicable,English,0,0,0,4
464,8th Grade,Male,White,2.67,Yes,No,Not Applicable,English,0,0,0,1
465,Pre-K,Male,White,3,Yes,No,Not Applicable,English,0,0,0,1
466,9th Grade,Male,White,2.67,Yes,No,Not Applicable,Other,0,0,1,1
467,1st Grade,Male,White,3,No,No,Not Applicable,German,0,0,0,1
468,9th Grade,Female,White,2.67,No,No,Not Applicable,Spanish,0,0,0,2
469,Kindergarten,Male,White,2.67,No,No,Not Applicable,English,0,0,0,1
470,Pre-K,Female,White,2.67,No,Yes,Specific Learning Disability,English,0,0,0,4
471,6th Grade,Male,White,2.67,No,No,Not Applicable,Spanish,0,0,0,5
472,2nd Grade,Male,White,2.67,No,No,Not Applicable,Other,0,0,0,1
473,2nd Grade,Female,White,2.33,No,No,Not Applicable,Chinese,0,0,0,1
474,6th Grade,Male,Hispanic,3.67,Yes,No,Not Applicable,English,0,0,0,0
475,8th Grade,Female,Hispanic,3,No,No,Not Applicable,English,0,0,1,1
476,6th Grade,Female,White,2.33,No,No,Not Applicable,Spanish,1,1,3,7
477,6th Grade,Female,Hispanic,3.67,No,No,Not Applicable,Spanish,0,0,0,0
478,5th Grade,Male,Hispanic,2.67,No,No,Not Applicable,English,0,0,0,1
479,9th Grade,Female,Hispanic,2.33,Yes,No,Not Applicable,English,0,0,0,1
480,11th Grade,Female,Other,3.33,No,Yes,Other,English,2,2,4,8
481,10th Grade,Female,White,2.67,No,No,Not Applicable,English,,,,24
482,2nd Grade,Male,White,2,No,Yes,Specific Learning Disability,English,0,0,0,0
483,3rd Grade,Male,Black,3,Yes,No,Not Applicable,Other,0,0,0,3
484,7th Grade,Male,White,2.67,No,No,Not Applicable,English,0,0,0,3
485,Pre-K,Male,Black,3.67,Yes,No,Not Applicable,Other,0,0,0,4
486,9th Grade,Male,Asian,3,No,No,Not Applicable,Other,0,0,0,1
487,7th Grade,Male,White,2.33,No,No,Not Applicable,English,0,0,0,4
488,11th Grade,Male,White,2.33,Yes,No,Not Applicable,English,0,0,0,4
489,2nd Grade,Female,Hispanic,4,Yes,No,Not Applicable,English,0,0,0,2
490,2nd Grade,Female,White,1.67,Yes,No,Not Applicable,English,0,0,2,1
491,4th Grade,Female,White,3,Yes,No,Not Applicable,Spanish,0,0,0,1
492,11th Grade,Male,Asian,2.67,Yes,No,Not Applicable,Spanish,0,0,0,3
493,Kindergarten,Female,White,2.67,No,No,Not Applicable,English,0,0,0,2
494,Kindergarten,Male,White,2.33,Yes,No,Not Applicable,English,0,0,1,1
495,1st Grade,Female,White,2.67,No,No,Not Applicable,English,0,0,0,5
496,1st Grade,Female,White,3,No,Yes,Other,English,0,0,0,2
497,5th Grade,Female,White,3.33,Yes,Yes,Other,English,0,0,0,0
498,7th Grade,Male,Hispanic,3.33,No,No,Not Applicable,English,0,0,0,2
499,Kindergarten,Female,White,2.67,No,No,Not Applicable,English,0,0,0,2
500,2nd Grade,Male,White,3,No,No,Not Applicable,English,0,0,0,2
501,9th Grade,Female,Hispanic,3,No,No,Not Applicable,Spanish,0,0,0,4
502,9th Grade,Male,Hispanic,3,No,Yes,Emotional Disturbance,Other,0,0,0,3
503,Kindergarten,Male,Hispanic,3,No,No,Not Applicable,Spanish,0,0,0,0
504,11th Grade,Female,White,3,Yes,No,Not Applicable,English,0,0,0,0
505,11th Grade,Female,Multi-racial,3,No,Yes,Specific Learning Disability,English,0,0,0,1
506,12th Grade,,Hispanic,3,Yes,No,Not Applicable,English,,,,16
507,8th Grade,Male,Black,3.33,Yes,No,Not Applicable,English,0,0,0,0
508,2nd Grade,Male,White,3.33,No,No,Not Applicable,English,0,0,0,1
509,Pre-K,Female,,2.67,No,Yes,Developmental Delay,English,0,0,0,0
510,1st Grade,Male,White,2.33,Yes,No,Not Applicable,Other,0,0,0,3
511,11th Grade,Male,White,2.67,No,No,Not Applicable,Other,1,1,7,7
512,6th Grade,Male,White,3.33,Yes,No,Not Applicable,English,,,,6
513,6th Grade,Female,White,3.67,Yes,No,Not Applicable,English,0,0,0,0
514,3rd Grade,Male,White,3,Yes,No,Not Applicable,English,0,0,0,4
515,9th Grade,Female,Asian,2.67,Yes,No,Not Applicable,English,2,2,3,10
516,4th Grade,Male,White,3,No,No,Not Applicable,English,0,0,0,4
517,11th Grade,Female,Native,3.67,Yes,Yes,Other,English,0,0,0,0
518,1st Grade,Male,White,2.67,Yes,No,Not Applicable,English,0,0,2,2
519,3rd Grade,Male,Multi-racial,2.67,Yes,No,Not Applicable,English,0,0,0,1
520,4th Grade,Male,Black,3.33,Yes,No,Not Applicable,English,0,0,2,1
521,12th Grade,Male,White,3,Yes,No,Not Applicable,English,0,0,0,4
522,8th Grade,Male,White,3.67,Yes,No,Not Applicable,English,0,0,0,1
523,12th Grade,Male,Black,3.33,Yes,No,Not Applicable,English,,,,8
524,7th Grade,Female,Hispanic,2.67,Yes,No,Not Applicable,English,1,6,13,8
525,6th Grade,Male,Hispanic,3,Yes,No,Not Applicable,English,0,0,0,0
526,3rd Grade,Male,White,2.67,No,Yes,Emotional Disturbance,English,0,0,0,0
527,4th Grade,Male,White,3.33,No,No,Not Applicable,English,0,0,0,1
528,2nd Grade,Female,White,3,Yes,No,Not Applicable,English,0,0,0,3
529,1st Grade,Female,White,3,Yes,No,Not Applicable,Spanish,0,0,0,2
530,6th Grade,Female,White,2,No,No,Not Applicable,Spanish,1,1,1,9
531,10th Grade,Female,White,3,Yes,No,Not Applicable,English,0,0,0,1
532,Kindergarten,Male,Black,3,No,Yes,Specific Learning Disability,English,0,0,0,4
533,Kindergarten,Female,White,3,No,No,Not Applicable,English,0,0,0,1
534,12th Grade,Male,White,3,Yes,Yes,Autism,English,1,1,1,7
535,2nd Grade,Female,White,3,No,No,Not Applicable,English,0,0,0,0
536,6th Grade,Female,White,2.67,Yes,No,Not Applicable,English,0,0,0,1
537,11th Grade,Female,White,3,No,No,Not Applicable,English,0,0,0,3
538,8th Grade,Male,White,2.67,Yes,Yes,Other,English,0,0,0,4
539,1st Grade,Female,Black,2.67,No,No,Not Applicable,English,0,0,0,1
540,8th Grade,Female,Black,3.33,Yes,Yes,Speech/Language Impairments,English,0,0,0,1
541,2nd Grade,Male,White,2.33,Yes,No,Not Applicable,Other,0,0,0,4
542,9th Grade,Female,White,2,Yes,No,Not Applicable,English,0,0,0,1
543,7th Grade,Female,White,2,No,No,Not Applicable,English,0,0,0,4
544,10th Grade,Male,White,2.33,Yes,No,Not Applicable,English,0,0,0,3
545,6th Grade,Male,White,2.33,Yes,No,Not Applicable,English,0,0,0,3
546,6th Grade,Female,Hispanic,3,No,No,Not Applicable,English,,,,54
547,12th Grade,Male,White,3.33,Yes,No,Not Applicable,Other,0,0,0,1
548,3rd Grade,Female,Multi-racial,3,Yes,No,Not Applicable,English,0,0,0,1
549,3rd Grade,Female,Hispanic,3,No,No,Not Applicable,English,8,5,2,10
550,2nd Grade,Male,White,2.33,Yes,No,Not Applicable,English,0,0,0,1
551,Pre-K,Female,White,3,Yes,No,Not Applicable,English,0,0,0,0
552,11th Grade,Female,White,2.67,No,No,Not Applicable,English,0,0,0,4
553,4th Grade,Female,Asian,2.67,No,No,Not Applicable,Spanish,0,0,2,2
554,10th Grade,Male,White,3,Yes,No,Not Applicable,English,0,0,0,0
555,Pre-K,Female,White,3.33,Yes,No,Not Applicable,English,0,0,0,3
556,5th Grade,Male,White,2,Yes,No,Not Applicable,Chinese,0,0,0,3
557,Pre-K,Female,White,3,No,No,Not Applicable,Other,0,0,0,1
558,12th Grade,Female,White,4,No,No,Not Applicable,Other,0,0,0,4
559,8th Grade,Female,White,2.67,Yes,No,Not Applicable,Spanish,1,1,3,6
560,3rd Grade,Male,White,3,No,No,Not Applicable,English,0,0,0,2
561,9th Grade,Male,White,2,No,No,Not Applicable,English,0,0,0,2
562,6th Grade,Female,Black,3.33,No,No,Not Applicable,Other,0,0,0,2
563,12th Grade,Female,White,2.33,Yes,No,Not Applicable,Spanish,0,0,0,4
564,5th Grade,Male,White,2.67,Yes,Yes,Speech/Language Impairments,English,0,0,0,4
565,Kindergarten,Male,White,2.67,No,No,Not Applicable,English,0,0,0,1
566,7th Grade,Male,Black,2.67,No,No,Not Applicable,Spanish,0,0,0,3
567,8th Grade,Male,White,3.67,No,No,Not Applicable,English,0,0,0,0
568,3rd Grade,Male,Hispanic,3,Yes,No,Not Applicable,English,0,0,0,0
569,7th Grade,Female,White,3.33,Yes,No,Not Applicable,English,3,3,3,6
570,Kindergarten,Female,White,2,No,No,Not Applicable,English,0,0,0,3
571,5th Grade,Female,White,3,No,No,Not Applicable,Spanish,0,0,0,5
572,6th Grade,Female,Hispanic,3,Yes,No,Not Applicable,Other,0,0,0,2
573,7th Grade,Male,White,3,Yes,No,Not Applicable,Spanish,0,0,0,1
574,Kindergarten,Male,White,2.33,Yes,No,Not Applicable,English,2,2,3,7
575,8th Grade,Female,White,2.67,No,No,Not Applicable,English,0,0,0,4
576,10th Grade,Male,White,2.67,No,No,Not Applicable,English,0,0,0,1
577,Pre-K,Female,White,2.67,No,No,Not Applicable,English,1,2,3,10
578,Kindergarten,Female,White,2.67,Yes,No,Not Applicable,English,0,0,0,2
579,3rd Grade,Male,White,3,No,No,Not Applicable,English,0,0,0,2
580,10th Grade,Female,White,3.67,Yes,No,Not Applicable,English,0,0,0,1
581,1st Grade,,Hispanic,3.33,Yes,No,Not Applicable,English,0,0,0,0
582,1st Grade,Female,Black,2,Yes,No,Not Applicable,English,0,0,0,5
583,2nd Grade,Female,White,3.67,No,Yes,Specific Learning Disability,English,0,0,0,4
584,10th Grade,Female,Black,3.33,Yes,No,Not Applicable,Spanish,,,,12
585,8th Grade,Female,White,2.67,Yes,No,Not Applicable,English,0,0,0,2
586,12th Grade,Male,Hispanic,3,No,No,Not Applicable,English,0,0,0,0
587,4th Grade,Male,White,3,Yes,No,Not Applicable,English,0,0,0,4
588,5th Grade,Female,Asian,2.33,Yes,No,Not Applicable,English,0,0,0,1
589,11th Grade,Female,White,2.33,Yes,No,Not Applicable,English,0,0,0,1
590,Pre-K,Male,Hispanic,3,No,No,Not Applicable,English,0,0,0,1
591,Kindergarten,Male,White,2.33,Yes,No,Not Applicable,Arabic,0,0,0,4
592,6th Grade,Female,White,2.67,No,No,Not Applicable,Other,0,0,0,2
593,3rd Grade,Female,White,3,Yes,No,Not Applicable,Other,,,,26
594,4th Grade,Female,White,3,No,No,Not Applicable,Spanish,0,0,0,3
595,6th Grade,Male,White,3,Yes,No,Not Applicable,English,0,0,0,0
596,4th Grade,Male,White,3,No,No,Not Applicable,English,6,4,1,8
597,3rd Grade,Male,Black,2.67,Yes,No,Not Applicable,English,0,0,0,1
598,11th Grade,Female,White,2.67,Yes,No,Not Applicable,English,0,0,0,0
599,10th Grade,Male,White,3,Yes,No,Not Applicable,English,0,0,0,2
600,8th Grade,Male,White,3,Yes,No,Not Applicable,English,0,0,0,0
601,12th Grade,Male,White,3.33,Yes,Yes,Specific Learning Disability,Spanish,0,0,0,0
602,6th Grade,Female,Hispanic,2.67,Yes,No,Not Applicable,English,0,0,0,0
603,12th Grade,Male,White,2.67,Yes,No,Not Applicable,English,0,0,0,0
604,4th Grade,Male,Hispanic,2.67,No,No,Not Applicable,English,0,0,0,0
605,5th Grade,Male,White,2,No,No,Not Applicable,English,2,2,1,6
606,Kindergarten,Male,Hispanic,3.67,No,Yes,Speech/Language Impairments,English,0,0,0,4
607,9th Grade,Female,White,3,Yes,No,Not Applicable,English,0,0,0,4
608,1st Grade,Male,Hispanic,2.67,Yes,Yes,Speech/Language Impairments,Other,0,0,0,4
609,9th Grade,Female,Hispanic,3,Yes,No,Not Applicable,English,0,0,1,5
610,10th Grade,Female,White,3,No,Yes,Speech/Language Impairments,English,0,0,0,0
611,9th Grade,Female,White,3,Yes,No,Not Applicable,English,0,0,0,4
612,Kindergarten,Male,White,3,Yes,Yes,Other,English,0,0,0,0
613,Kindergarten,Female,White,3.33,Yes,No,Not Applicable,English,0,0,0,0
614,2nd Grade,Female,White,3,No,No,Not Applicable,Other,0,0,1,2
615,11th Grade,Female,White,3,Yes,No,Not Applicable,English,1,1,2,13
616,12th Grade,Female,White,2,Yes,Yes,Specific Learning Disability,English,0,0,0,4
617,6th Grade,Male,White,2.33,Yes,Yes,Specific Learning Disability,Spanish,0,0,0,1
618,8th Grade,Male,Black,2.67,No,No,Not Applicable,English,0,0,0,2
619,Pre-K,Female,Black,3,No,No,Not Applicable,Other,0,0,0,0
620,Pre-K,Male,Hispanic,2.33,No,No,Not Applicable,English,1,1,18,6
621,10th Grade,Male,Hispanic,2.33,Yes,No,Not Applicable,English,0,0,0,0
622,7th Grade,Male,Black,2.33,Yes,No,Not Applicable,English,2,2,3,14
623,4th Grade,Male,Hispanic,2.33,No,No,Not Applicable,English,0,0,0,0
624,Kindergarten,Female,White,3,No,No,Not Applicable,Other,0,0,0,0
625,Pre-K,Male,Black,3,No,No,Not Applicable,English,0,0,0,0
626,Pre-K,Female,White,3,Yes,No,Not Applicable,Spanish,0,0,0,2
627,7th Grade,Female,White,3.33,Yes,No,Not Applicable,English,0,0,0,1
628,2nd Grade,Male,White,3.33,No,No,Not Applicable,English,0,0,0,3
629,5th Grade,Male,Black,2.67,Yes,No,Not Applicable,English,0,0,0,2
630,4th Grade,Male,Black,2.33,No,No,Not Applicable,Chinese,0,0,0,1
631,10th Grade,Female,Black,2.33,Yes,No,Not Applicable,English,0,0,0,2
632,Kindergarten,Male,Hispanic,2.67,No,No,Not Applicable,Other,0,0,0,1
633,9th Grade,Female,Hispanic,2.33,Yes,No,Not Applicable,English,0,0,0,3
634,10th Grade,Female,White,2.67,No,No,Not Applicable,English,0,0,0,1
635,7th Grade,Male,White,3,Yes,No,Not Applicable,English,,,,7
636,5th Grade,Male,White,3,Yes,No,Not Applicable,English,0,0,0,0
637,7th Grade,Female,White,3,No,No,Not Applicable,English,0,0,0,4
638,5th Grade,Male,White,2.67,No,No,Not Applicable,English,0,0,0,5
639,7th Grade,Male,Hispanic,2.67,No,No,Not Applicable,English,0,0,0,4
640,4th Grade,Female,Hispanic,3,Yes,Yes,Specific Learning Disability,English,0,0,0,4
641,8th Grade,Female,White,3,No,No,Not Applicable,English,0,0,0,3
642,2nd Grade,Male,Black,3,No,Yes,Specific Learning Disability,English,0,0,0,2
643,1st Grade,Female,Black,2.67,Yes,No,Not Applicable,Other,1,1,1,7
644,8th Grade,Female,Hispanic,3,No,Yes,Speech/Language Impairments,English,0,0,0,5
645,12th Grade,Male,White,2,Yes,Yes,Specific Learning Disability,English,0,0,0,2
646,7th Grade,Female,White,2.33,Yes,No,Not Applicable,English,0,0,0,4
647,2nd Grade,Female,Hispanic,3.33,Yes,No,Not Applicable,English,0,0,0,3
648,3rd Grade,Male,White,3,No,Yes,Developmental Delay,Spanish,2,2,3,12
649,3rd Grade,Male,White,4,Yes,No,Not Applicable,Spanish,0,0,0,5
650,12th Grade,Male,Hispanic,2,No,No,Not Applicable,English,0,0,0,3
